status,year,wave,wave_f,sub_reg,sub_reg_f,st,st_f,sp_code,common,mode_fx,mode_fx_f,area_x,area_x_f,estclaim,estclvar,estharv,esthvar,landing,land_var,estrel,estrlvar,tot_cat,lbs_ab1,var_lbs,wgt_ab1,var_wab1,tot_len,vartotlen,miss_fish,ALT_FLAG
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8739010101,BONEFISH,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"2,115","5,136,124","2,115",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8741130000,SNAKE EEL FAMILY,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"1,619","2,590,413","1,619",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8747010000,HERRING FAMILY,3,SHORE,1,OCEAN (<= 3 MI),0,0,"340,783","102,502,364,734","340,783","102,502,364,734",0,0,"340,783",0,0,0,0,0,0,"340,783",0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8747011003,SPANISH SARDINE,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,"63,237","4,377,088,531","63,237","4,377,088,531",0,0,"63,237",0,0,0,0,0,0,"63,237",0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8762020000,LIZARDFISH FAMILY,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"1,858","4,042,293","1,858",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8762020000,LIZARDFISH FAMILY,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"31,417","720,378,017","31,417",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8777180101,GAFFTOPSAIL CATFISH,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"26,863","306,351,505","26,863",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8777180202,HARDHEAD CATFISH,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"14,806","251,670,068","14,806",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8777180202,HARDHEAD CATFISH,3,SHORE,5,INLAND,0,0,0,0,0,0,"567,965","158,722,415,435","567,965",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8777180202,HARDHEAD CATFISH,5,CHARTER BOAT,5,INLAND,0,0,0,0,0,0,"2,704","1,317,426","2,704",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8777180202,HARDHEAD CATFISH,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"245,428","12,793,752,914","245,428",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8783010201,OYSTER TOADFISH,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,"2,132","4,416,188","2,132",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8783010201,OYSTER TOADFISH,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"22,193","393,668,628","22,193",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8804040000,KILLIFISH FAMILY,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,"25,587","710,710,902","25,587","710,710,902",0,0,"25,587",0,0,0,0,0,0,"25,587",0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8804040205,STRIPED KILLIFISH,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,"1,368,778",1922668899240,"1,368,778",1922668899240,0,0,"1,368,778",0,0,0,0,0,0,"1,368,778",0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8815020000,RIBBONFISH FAMILY,5,CHARTER BOAT,5,INLAND,0,0,0,0,0,0,195,"15,871",195,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8826010000,SCORPIONFISH FAMILY,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"5,541","19,914,822","5,541",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8826010301,BLACKBELLY ROSEFISH,5,CHARTER BOAT,1,OCEAN (<= 3 MI),803,"69,378",0,0,803,"69,378",0,0,803,"1,691","307,531",767,"63,275","288,396","8,941,525,215",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8826011401,LIONFISH,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),"5,352","32,202,881",0,0,"5,352","32,202,881",0,0,"5,352","3,225","11,693,366","1,463","2,405,913","1,450,375",2365011790001,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835010105,COMMON SNOOK,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"37,776","1,297,935,273","37,776",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835010105,COMMON SNOOK,3,SHORE,5,INLAND,"110,885","859,408,061",0,0,"110,885","859,408,061","408,029","11,915,550,473","518,914","898,863","56,472,520,966","407,722","11,619,235,903","77,176,279",416311015331310,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835010105,COMMON SNOOK,5,CHARTER BOAT,5,INLAND,0,0,0,0,0,0,"4,021","9,527,606","4,021",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835010105,COMMON SNOOK,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"1,431","2,311,541","1,431",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835010105,COMMON SNOOK,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"72,420","1,265,647,681","72,420",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020000,SEA BASS FAMILY,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"37,776","1,297,935,273","37,776",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020000,SEA BASS FAMILY,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"3,787","14,219,189","3,787",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020301,BLACK SEA BASS,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"70,733","2,832,332,048","70,733",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020301,BLACK SEA BASS,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),"7,748","68,942,988",0,0,"7,748","68,942,988","180,455","13,210,863,492","188,203","9,566","105,081,379","4,339","21,620,521","2,665,450",8158437476386,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020301,BLACK SEA BASS,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"99,866","3,752,298,967","99,866",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020400,GROUPER GENUS (EPINEPHELUS),3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"37,581","1,255,281,167","37,581",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020401,GOLIATH GROUPER,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"3,836","15,198,745","3,836",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020408,RED GROUPER,5,CHARTER BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,14,279,14,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020408,RED GROUPER,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"4,246","15,795,371","4,246",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020408,RED GROUPER,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"12,415","149,721,227","12,415",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020500,GROUPER GENUS (MYCTEROPERCA),3,SHORE,5,INLAND,0,0,0,0,0,0,"14,803","209,800,595","14,803",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835020501,GAG,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"4,009","14,833,962","4,009",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835021801,GRAYSBY,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),947,"985,576",0,0,947,"985,576",0,0,947,376,"155,201",170,"31,933","228,142","57,243,256,141",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835021801,GRAYSBY,7,PRIVATE/RENTAL BOAT,5,INLAND,0,0,0,0,0,0,"1,916","3,785,046","1,916",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835220201,TILEFISH,5,CHARTER BOAT,1,OCEAN (<= 3 MI),602,"39,025",0,0,602,"39,025",0,0,602,"1,935","402,462",878,"82,807","288,798","8,966,449,315",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835220201,TILEFISH,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),0,0,"4,255","21,920,952","4,255","21,920,952",0,0,"4,255","31,896","1,231,620,326","14,468","253,406,203","2,758,547",9212125565173,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835250101,BLUEFISH,3,SHORE,1,OCEAN (<= 3 MI),"161,173","15,466,742,697",0,0,"161,173","15,466,742,697","177,057","19,356,215,013","338,230","147,005","13,572,263,165","66,681","2,792,496,682","51,906,017",1.6180876215E15,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835250101,BLUEFISH,3,SHORE,5,INLAND,"842,172","50,917,803,428","150,256","2,800,993,671","992,427","53,718,797,099","966,899","76,511,746,336","1,959,327","1,014,185","55,000,786,976","460,031","11,316,426,251","326,380,495",5.7304963071E15,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835250101,BLUEFISH,5,CHARTER BOAT,2,OCEAN (> 3 MI),400,"9,464",0,0,400,"9,464",0,0,400,"1,305","100,757",592,"20,731","200,836","2,385,060,839",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835250101,BLUEFISH,5,CHARTER BOAT,5,INLAND,389,"63,484",0,0,389,"63,484",227,"39,177",616,292,"35,668",132,"7,339","120,206","6,061,554,314",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835250101,BLUEFISH,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),"3,198","10,815,514",0,0,"3,198","10,815,514",0,0,"3,198","6,063","38,877,980","2,750","7,999,154","1,296,633",1778397731680,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835250101,BLUEFISH,7,PRIVATE/RENTAL BOAT,5,INLAND,"13,327","104,296,920",0,0,"13,327","104,296,920","70,742","1,655,056,590","84,069","14,447","109,627,818","6,553","22,555,952","4,267,250",10061384192138,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835260101,COBIA,5,CHARTER BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,400,"9,464",400,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835260101,COBIA,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,"5,821","26,772,787","5,821",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835270000,REMORA FAMILY,5,CHARTER BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,14,279,14,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835270000,REMORA FAMILY,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"12,487","175,305,782","12,487",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835270000,REMORA FAMILY,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,"1,350","1,933,659","1,350",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280000,JACK FAMILY,3,SHORE,5,INLAND,0,0,0,0,0,0,"9,947","6,916,285","9,947",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280303,CREVALLE JACK,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"97,511","7,882,100,915","97,511",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280303,CREVALLE JACK,3,SHORE,5,INLAND,"32,939","1,038,759,182","58,557","3,282,991,982","91,496","4,321,751,164","102,321","5,500,070,727","193,817","87,232","3,879,563,423","39,568","798,221,185","27,065,305",379708995724378,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280303,CREVALLE JACK,5,CHARTER BOAT,5,INLAND,195,"15,871",0,0,195,"15,871","6,627","22,456,371","6,822",163,"11,139",74,"2,292","50,377","1,064,649,315",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280303,CREVALLE JACK,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"6,650","48,397,221","6,650",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280303,CREVALLE JACK,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,"125,678","12,478,405,948","125,678",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280303,CREVALLE JACK,7,PRIVATE/RENTAL BOAT,5,INLAND,"49,839","2,090,397,987","13,742","183,434,379","63,581","2,273,832,366","355,606","23,709,577,848","419,187","174,430","10,368,556,821","79,121","2,133,333,267","21,631,580",211135359596479,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280306,BLUE RUNNER,3,SHORE,1,OCEAN (<= 3 MI),0,0,"75,551","5,191,741,093","75,551","5,191,741,093","23,942","360,609,486","99,493","136,579","16,966,815,505","61,952","3,490,926,711","26,782,914",652447401059210,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280306,BLUE RUNNER,3,SHORE,5,INLAND,0,0,0,0,0,0,"54,774","209,698,786","54,774",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280306,BLUE RUNNER,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"81,542","4,041,309,596","81,542",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280306,BLUE RUNNER,7,PRIVATE/RENTAL BOAT,5,INLAND,"32,251","1,010,412,148",0,0,"32,251","1,010,412,148","45,805","2,038,159,763","78,057","31,000","933,536,158","14,062","192,075,308","9,017,466",78990141740414,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280800,AMBERJACK GENUS,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"12,124","129,728,364","12,124",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280800,AMBERJACK GENUS,5,CHARTER BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,202,"4,401",202,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280800,AMBERJACK GENUS,5,CHARTER BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,400,"9,464",400,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280801,GREATER AMBERJACK,5,CHARTER BOAT,1,OCEAN (<= 3 MI),"2,833","862,614",0,0,"2,833","862,614",0,0,"2,833","27,682","82,384,178","12,557","16,950,566","1,858,011","371,133,224,321",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280803,ALMACO JACK,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"5,541","19,914,822","5,541",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280803,ALMACO JACK,7,PRIVATE/RENTAL BOAT,2,OCEAN (> 3 MI),0,0,0,0,0,0,"4,255","21,920,952","4,255",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280901,FLORIDA POMPANO,3,SHORE,1,OCEAN (<= 3 MI),"2,115","5,136,124",0,0,"2,115","5,136,124","28,199","688,521,651","30,314","3,357","12,940,769","1,523","2,662,567","678,968","529,231,336,491",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835280902,PERMIT,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"7,868","40,159,924","7,868",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835290101,DOLPHIN,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),"3,890","14,621,411",0,0,"3,890","14,621,411",0,0,"3,890","12,864","159,893,726","5,835","32,898,176","2,256,251",4918642822480,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360000,SNAPPER FAMILY,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"12,885","104,812,987","12,885",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360102,GRAY SNAPPER,3,SHORE,1,OCEAN (<= 3 MI),0,0,0,0,0,0,"226,654","46,725,669,835","226,654",0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360102,GRAY SNAPPER,3,SHORE,5,INLAND,0,0,"9,349","89,175,083","9,349","89,175,083","2,178,099",4379117680948,"2,187,448","8,450","72,856,925","3,833","14,990,331","2,734,549",7629485668896,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360102,GRAY SNAPPER,5,CHARTER BOAT,5,INLAND,584,"142,840",0,0,584,"142,840","10,812","28,730,332","11,396",322,"43,390",146,"8,927","147,242","9,094,918,460",0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360102,GRAY SNAPPER,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),"8,920","89,452,447",0,0,"8,920","89,452,447","1,431","2,311,541","10,351","7,787","68,177,678","3,532","14,027,575","2,675,969",8050720272059,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360102,GRAY SNAPPER,7,PRIVATE/RENTAL BOAT,5,INLAND,"125,209","6,961,496,068","39,426","1,557,836,415","164,635","8,519,332,484","695,548","62,361,489,233","860,183","151,713","7,120,309,881","68,816","1,465,005,613","47,488,627",704512538638498,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360103,MUTTON SNAPPER,5,CHARTER BOAT,1,OCEAN (<= 3 MI),0,0,0,0,0,0,14,279,14,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360103,MUTTON SNAPPER,5,CHARTER BOAT,5,INLAND,0,0,0,0,0,0,389,"63,484",389,0,0,0,0,0,0,0,0
FINAL,2020,1,JAN/FEB,6,SOUTH ATLANTIC,12,FLORIDA,8835360103,MUTTON SNAPPER,7,PRIVATE/RENTAL BOAT,1,OCEAN (<= 3 MI),"13,754","46,939,984",0,0,"13,754","46,939,984","20,530","136,996,762","34,284","110,760","3,958,345,255","50,240","814,430,568","7,722,647",15865331602315,0,0
